it,MortRunner,MortFroid,MortFeu,MortParHunt,MortSmart,MortNotSmart
1680,68,28,12, 28, 30,38
1681,68,28,12, 28, 30,38
1682,68,28,12, 28, 30,38
1683,68,28,12, 28, 30,38
1684,68,28,12, 28, 30,38
1685,68,28,12, 28, 30,38
1686,68,28,12, 28, 30,38
1687,68,28,12, 28, 30,38
1688,68,28,12, 28, 30,38
1689,68,28,12, 28, 30,38
1690,68,28,12, 28, 30,38
1691,68,28,12, 28, 30,38
1692,68,28,12, 28, 30,38
1693,68,28,12, 28, 30,38
1694,68,28,12, 28, 30,38
1695,68,28,12, 28, 30,38
1696,68,28,12, 28, 30,38
1697,68,28,12, 28, 30,38
1698,68,28,12, 28, 30,38
1699,68,28,12, 28, 30,38
1700,68,28,12, 28, 30,38
1701,68,28,12, 28, 30,38
1702,68,28,12, 28, 30,38
1703,68,28,12, 28, 30,38
1704,68,28,12, 28, 30,38
1705,68,28,12, 28, 30,38
1706,68,28,12, 28, 30,38
1707,68,28,12, 28, 30,38
1708,68,28,12, 28, 30,38
1709,68,28,12, 28, 30,38
1710,68,28,12, 28, 30,38
1711,68,28,12, 28, 30,38
1712,68,28,12, 28, 30,38
1713,68,28,12, 28, 30,38
1714,68,28,12, 28, 30,38
1715,68,28,12, 28, 30,38
1716,68,28,12, 28, 30,38
1717,68,28,12, 28, 30,38
1718,68,28,12, 28, 30,38
1719,68,28,12, 28, 30,38
1720,68,28,12, 28, 30,38
1721,68,28,12, 28, 30,38
1722,68,28,12, 28, 30,38
1723,68,28,12, 28, 30,38
1724,68,28,12, 28, 30,38
1725,68,28,12, 28, 30,38
1726,68,28,12, 28, 30,38
1727,68,28,12, 28, 30,38
1728,68,28,12, 28, 30,38
1729,68,28,12, 28, 30,38
1730,68,28,12, 28, 30,38
1731,68,28,12, 28, 30,38
1732,68,28,12, 28, 30,38
1733,69,28,13, 28, 31,38
1734,69,28,13, 28, 31,38
1735,69,28,13, 28, 31,38
1736,69,28,13, 28, 31,38
1737,69,28,13, 28, 31,38
1738,69,28,13, 28, 31,38
1739,69,28,13, 28, 31,38
1740,69,28,13, 28, 31,38
1741,69,28,13, 28, 31,38
1742,69,28,13, 28, 31,38
1743,69,28,13, 28, 31,38
1744,69,28,13, 28, 31,38
1745,69,28,13, 28, 31,38
1746,69,28,13, 28, 31,38
1747,69,28,13, 28, 31,38
1748,69,28,13, 28, 31,38
1749,69,28,13, 28, 31,38
1750,69,28,13, 28, 31,38
1751,69,28,13, 28, 31,38
1752,69,28,13, 28, 31,38
1753,69,28,13, 28, 31,38
1754,69,28,13, 28, 31,38
1755,69,28,13, 28, 31,38
1756,69,28,13, 28, 31,38
1757,69,28,13, 28, 31,38
1758,69,28,13, 28, 31,38
1759,69,28,13, 28, 31,38
1760,69,28,13, 28, 31,38
1761,69,28,13, 28, 31,38
1762,69,28,13, 28, 31,38
1763,69,28,13, 28, 31,38
1764,69,28,13, 28, 31,38
1765,69,28,13, 28, 31,38
1766,69,28,13, 28, 31,38
1767,69,28,13, 28, 31,38
1768,69,28,13, 28, 31,38
1769,69,28,13, 28, 31,38
1770,69,28,13, 28, 31,38
1771,69,28,13, 28, 31,38
1772,70,28,13, 29, 32,38
1773,70,28,13, 29, 32,38
1774,70,28,13, 29, 32,38
1775,70,28,13, 29, 32,38
1776,70,28,13, 29, 32,38
1777,70,28,13, 29, 32,38
1778,70,28,13, 29, 32,38
1779,70,28,13, 29, 32,38
1780,70,28,13, 29, 32,38
1781,70,28,13, 29, 32,38
1782,70,28,13, 29, 32,38
1783,70,28,13, 29, 32,38
1784,70,28,13, 29, 32,38
1785,70,28,13, 29, 32,38
1786,70,28,13, 29, 32,38
1787,70,28,13, 29, 32,38
1788,70,28,13, 29, 32,38
1789,70,28,13, 29, 32,38
1790,70,28,13, 29, 32,38
1791,70,28,13, 29, 32,38
1792,70,28,13, 29, 32,38
1793,70,28,13, 29, 32,38
1794,70,28,13, 29, 32,38
1795,70,28,13, 29, 32,38
1796,70,28,13, 29, 32,38
1797,70,28,13, 29, 32,38
1798,70,28,13, 29, 32,38
1799,70,28,13, 29, 32,38
1800,70,28,13, 29, 32,38
1801,70,28,13, 29, 32,38
1802,70,28,13, 29, 32,38
1803,70,28,13, 29, 32,38
1804,70,28,13, 29, 32,38
1805,70,28,13, 29, 32,38
1806,70,28,13, 29, 32,38
1807,70,28,13, 29, 32,38
1808,70,28,13, 29, 32,38
1809,70,28,13, 29, 32,38
1810,70,28,13, 29, 32,38
1811,70,28,13, 29, 32,38
1812,70,28,13, 29, 32,38
1813,70,28,13, 29, 32,38
1814,70,28,13, 29, 32,38
1815,70,28,13, 29, 32,38
1816,70,28,13, 29, 32,38
1817,70,28,13, 29, 32,38
1818,70,28,13, 29, 32,38
1819,70,28,13, 29, 32,38
1820,70,28,13, 29, 32,38
1821,70,28,13, 29, 32,38
1822,70,28,13, 29, 32,38
1823,70,28,13, 29, 32,38
1824,70,28,13, 29, 32,38
1825,70,28,13, 29, 32,38
1826,70,28,13, 29, 32,38
1827,70,28,13, 29, 32,38
1828,70,28,13, 29, 32,38
1829,70,28,13, 29, 32,38
1830,70,28,13, 29, 32,38
1831,70,28,13, 29, 32,38
1832,71,28,13, 30, 33,38
1833,71,28,13, 30, 33,38
1834,71,28,13, 30, 33,38
1835,71,28,13, 30, 33,38
1836,71,28,13, 30, 33,38
1837,71,28,13, 30, 33,38
1838,71,28,13, 30, 33,38
1839,71,28,13, 30, 33,38
1840,71,28,13, 30, 33,38
1841,71,28,13, 30, 33,38
1842,71,28,13, 30, 33,38
1843,71,28,13, 30, 33,38
1844,71,28,13, 30, 33,38
1845,71,28,13, 30, 33,38
1846,71,28,13, 30, 33,38
1847,71,28,13, 30, 33,38
1848,71,28,13, 30, 33,38
1849,71,28,13, 30, 33,38
1850,71,28,13, 30, 33,38
1851,71,28,13, 30, 33,38
1852,71,28,13, 30, 33,38
1853,71,28,13, 30, 33,38
1854,71,28,13, 30, 33,38
1855,71,28,13, 30, 33,38
1856,71,28,13, 30, 33,38
1857,71,28,13, 30, 33,38
1858,71,28,13, 30, 33,38
1859,71,28,13, 30, 33,38
1860,71,28,13, 30, 33,38
1861,71,28,13, 30, 33,38
1862,71,28,13, 30, 33,38
1863,71,28,13, 30, 33,38
1864,71,28,13, 30, 33,38
1865,71,28,13, 30, 33,38
1866,71,28,13, 30, 33,38
1867,71,28,13, 30, 33,38
1868,71,28,13, 30, 33,38
1869,71,28,13, 30, 33,38
1870,71,28,13, 30, 33,38
1871,71,28,13, 30, 33,38
1872,71,28,13, 30, 33,38
1873,71,28,13, 30, 33,38
1874,71,28,13, 30, 33,38
1875,71,28,13, 30, 33,38
1876,71,28,13, 30, 33,38
1877,71,28,13, 30, 33,38
1878,71,28,13, 30, 33,38
1879,71,28,13, 30, 33,38
1880,71,28,13, 30, 33,38
1881,71,28,13, 30, 33,38
1882,71,28,13, 30, 33,38
1883,71,28,13, 30, 33,38
1884,71,28,13, 30, 33,38
1885,71,28,13, 30, 33,38
1886,71,28,13, 30, 33,38
1887,71,28,13, 30, 33,38
1888,71,28,13, 30, 33,38
1889,71,28,13, 30, 33,38
1890,71,28,13, 30, 33,38
1891,71,28,13, 30, 33,38
1892,71,28,13, 30, 33,38
1893,71,28,13, 30, 33,38
1894,71,28,13, 30, 33,38
1895,71,28,13, 30, 33,38
1896,71,28,13, 30, 33,38
1897,71,28,13, 30, 33,38
1898,71,28,13, 30, 33,38
1899,71,28,13, 30, 33,38
1900,71,28,13, 30, 33,38
1901,71,28,13, 30, 33,38
1902,71,28,13, 30, 33,38
1903,71,28,13, 30, 33,38
1904,71,28,13, 30, 33,38
1905,71,28,13, 30, 33,38
1906,71,28,13, 30, 33,38
1907,71,28,13, 30, 33,38
1908,71,28,13, 30, 33,38
1909,71,28,13, 30, 33,38
1910,71,28,13, 30, 33,38
1911,71,28,13, 30, 33,38
1912,71,28,13, 30, 33,38
1913,71,28,13, 30, 33,38
1914,71,28,13, 30, 33,38
1915,71,28,13, 30, 33,38
1916,71,28,13, 30, 33,38
1917,71,28,13, 30, 33,38
1918,71,28,13, 30, 33,38
1919,71,28,13, 30, 33,38
1920,71,28,13, 30, 33,38
1921,71,28,13, 30, 33,38
1922,71,28,13, 30, 33,38
1923,71,28,13, 30, 33,38
1924,71,28,13, 30, 33,38
1925,71,28,13, 30, 33,38
1926,71,28,13, 30, 33,38
1927,71,28,13, 30, 33,38
1928,71,28,13, 30, 33,38
1929,71,28,13, 30, 33,38
1930,71,28,13, 30, 33,38
1931,71,28,13, 30, 33,38
1932,71,28,13, 30, 33,38
1933,71,28,13, 30, 33,38
1934,71,28,13, 30, 33,38
1935,71,28,13, 30, 33,38
1936,71,28,13, 30, 33,38
1937,71,28,13, 30, 33,38
1938,71,28,13, 30, 33,38
1939,71,28,13, 30, 33,38
1940,71,28,13, 30, 33,38
1941,71,28,13, 30, 33,38
1942,71,28,13, 30, 33,38
1943,71,28,13, 30, 33,38
1944,71,28,13, 30, 33,38
1945,71,28,13, 30, 33,38
1946,71,28,13, 30, 33,38
1947,71,28,13, 30, 33,38
1948,71,28,13, 30, 33,38
1949,71,28,13, 30, 33,38
1950,71,28,13, 30, 33,38
1951,71,28,13, 30, 33,38
1952,71,28,13, 30, 33,38
1953,71,28,13, 30, 33,38
1954,71,28,13, 30, 33,38
1955,71,28,13, 30, 33,38
1956,71,28,13, 30, 33,38
1957,71,28,13, 30, 33,38
1958,71,28,13, 30, 33,38
1959,71,28,13, 30, 33,38
1960,71,28,13, 30, 33,38
1961,71,28,13, 30, 33,38
1962,71,28,13, 30, 33,38
1963,71,28,13, 30, 33,38
1964,71,28,13, 30, 33,38
1965,71,28,13, 30, 33,38
1966,71,28,13, 30, 33,38
1967,71,28,13, 30, 33,38
1968,71,28,13, 30, 33,38
1969,71,28,13, 30, 33,38
1970,71,28,13, 30, 33,38
1971,71,28,13, 30, 33,38
1972,71,28,13, 30, 33,38
1973,71,28,13, 30, 33,38
1974,71,28,13, 30, 33,38
1975,71,28,13, 30, 33,38
1976,71,28,13, 30, 33,38
1977,71,28,13, 30, 33,38
1978,71,28,13, 30, 33,38
1979,71,28,13, 30, 33,38
1980,71,28,13, 30, 33,38
1981,71,28,13, 30, 33,38
1982,71,28,13, 30, 33,38
1983,71,28,13, 30, 33,38
1984,71,28,13, 30, 33,38
1985,71,28,13, 30, 33,38
1986,71,28,13, 30, 33,38
1987,71,28,13, 30, 33,38
1988,71,28,13, 30, 33,38
1989,71,28,13, 30, 33,38
1990,71,28,13, 30, 33,38
1991,71,28,13, 30, 33,38
1992,71,28,13, 30, 33,38
1993,71,28,13, 30, 33,38
1994,71,28,13, 30, 33,38
1995,71,28,13, 30, 33,38
1996,71,28,13, 30, 33,38
1997,71,28,13, 30, 33,38
1998,71,28,13, 30, 33,38
1999,71,28,13, 30, 33,38
2000,71,28,13, 30, 33,38
2001,71,28,13, 30, 33,38
2002,71,28,13, 30, 33,38
2003,71,28,13, 30, 33,38
2004,71,28,13, 30, 33,38
2005,71,28,13, 30, 33,38
2006,71,28,13, 30, 33,38
2007,71,28,13, 30, 33,38
2008,71,28,13, 30, 33,38
2009,71,28,13, 30, 33,38
2010,71,28,13, 30, 33,38
2011,71,28,13, 30, 33,38
2012,71,28,13, 30, 33,38
2013,71,28,13, 30, 33,38
2014,71,28,13, 30, 33,38
2015,71,28,13, 30, 33,38
2016,71,28,13, 30, 33,38
2017,71,28,13, 30, 33,38
2018,71,28,13, 30, 33,38
2019,71,28,13, 30, 33,38
2020,71,28,13, 30, 33,38
2021,71,28,13, 30, 33,38
2022,73,28,13, 32, 35,38
2023,73,28,13, 32, 35,38
2024,73,28,13, 32, 35,38
2025,73,28,13, 32, 35,38
2026,73,28,13, 32, 35,38
2027,73,28,13, 32, 35,38
2028,73,28,13, 32, 35,38
2029,73,28,13, 32, 35,38
2030,73,28,13, 32, 35,38
2031,73,28,13, 32, 35,38
2032,73,28,13, 32, 35,38
2033,73,28,13, 32, 35,38
2034,73,28,13, 32, 35,38
2035,73,28,13, 32, 35,38
2036,73,28,13, 32, 35,38
2037,73,28,13, 32, 35,38
2038,73,28,13, 32, 35,38
2039,73,28,13, 32, 35,38
2040,73,28,13, 32, 35,38
2041,73,28,13, 32, 35,38
2042,73,28,13, 32, 35,38
2043,73,28,13, 32, 35,38
2044,73,28,13, 32, 35,38
2045,73,28,13, 32, 35,38
2046,73,28,13, 32, 35,38
2047,73,28,13, 32, 35,38
2048,73,28,13, 32, 35,38
2049,73,28,13, 32, 35,38
